ID_Venda,Data_Venda,Produto,Categoria,Quantidade,Preço_Unitário,Vendedor,Região
1431,2025-03-21,"Monitor 24""",Informática,4,1105.36,Maria,Sudeste
1432,2025-01-17,SSD 1TB,Informática,3,334.8,Maria,Sudeste
1433,2025-02-08,Cadeira Office,Móveis,2,611.45,Fernando,Sudeste
1434,2025-07-05,Webcam Full HD,Periféricos,3,1282.64,Carlos,Sul
1435,2025-03-07,Fone de Ouvido,Periféricos,4,763.9,Paula,Sudeste
1436,2025-09-22,"Monitor 24""",Informática,4,629.87,João,Nordeste
1437,2025-08-30,Roteador Wi-Fi,Informática,2,1481.31,João,Centro-Oeste
1438,2025-12-04,Fone de Ouvido,Periféricos,4,286.38,Ana,Nordeste
1439,2025-10-17,Mouse Gamer,Informática,3,564.95,Ana,Nordeste
1440,2025-03-28,SSD 1TB,Informática,4,109.48,Ana,Sul
1441,2025-08-05,"Monitor 24""",Informática,2,965.94,Juliana,Nordeste
1442,2025-07-23,Teclado Mecânico,Informática,2,1195.23,Pedro,Norte
1443,2025-03-03,Impressora,Periféricos,2,404.17,Maria,Sudeste
1444,2025-04-20,Fone de Ouvido,Periféricos,4,1021.9,Pedro,Centro-Oeste
1445,2025-05-16,Impressora,Periféricos,3,629.0,Fernando,Sul
1446,2025-09-30,Roteador Wi-Fi,Informática,2,384.0,Pedro,Nordeste
1447,2025-06-28,Mouse Gamer,Informática,2,1022.37,Paula,Nordeste
1448,2025-01-02,Mesa de Escritório,Móveis,3,376.18,Maria,Sul
1449,2025-02-17,SSD 1TB,Informática,4,555.84,Fernando,Nordeste
1450,2025-06-06,Impressora,Periféricos,3,1318.58,Paula,Sudeste
1451,2025-09-14,SSD 1TB,Informática,4,992.45,Pedro,Sudeste
1452,2025-01-05,Mesa de Escritório,Móveis,3,470.16,Fernando,Centro-Oeste
1453,2025-01-10,"Monitor 24""",Informática,1,1226.32,Pedro,Sul
1454,2025-02-01,Impressora,Periféricos,4,660.07,Maria,Norte
1455,2025-01-06,Mouse Gamer,Informática,4,464.88,Paula,Centro-Oeste
1456,2025-08-22,SSD 1TB,Informática,2,663.74,Carlos,Sul
1457,2025-10-13,"Monitor 24""",Informática,2,938.82,Ana,Norte
1458,2025-05-24,Mouse Gamer,Informática,3,252.99,Pedro,Sul
1459,2025-09-08,Roteador Wi-Fi,Informática,4,1037.08,Carlos,Centro-Oeste
1460,2025-02-05,Fone de Ouvido,Periféricos,4,1193.01,João,Norte
1461,2025-11-10,Roteador Wi-Fi,Informática,1,323.49,Carlos,Norte
1462,2025-07-28,Impressora,Periféricos,3,1437.87,Pedro,Centro-Oeste
1463,2025-02-11,Webcam Full HD,Periféricos,2,151.73,Maria,Norte
1464,2025-04-21,Webcam Full HD,Periféricos,2,922.09,Paula,Norte
1465,2025-11-20,Webcam Full HD,Periféricos,1,593.49,Fernando,Centro-Oeste
1466,2025-05-29,Mesa de Escritório,Móveis,1,924.0,Carlos,Sul
1467,2025-07-21,Roteador Wi-Fi,Informática,4,1271.83,Ana,Sul
1468,2025-12-09,Webcam Full HD,Periféricos,3,1022.05,Maria,Sudeste
1469,2025-05-30,Mouse Gamer,Informática,3,564.63,Paula,Nordeste
1470,2025-09-02,Cadeira Office,Móveis,4,306.26,Pedro,Sul
1471,2025-06-10,Impressora,Periféricos,2,1151.32,Carlos,Sudeste
1472,2025-05-03,SSD 1TB,Informática,2,939.29,Paula,Nordeste
1473,2025-11-01,Teclado Mecânico,Informática,2,1148.58,Paula,Norte
1474,2025-03-11,SSD 1TB,Informática,1,244.69,Carlos,Norte
1475,2025-06-15,Cadeira Office,Móveis,1,212.71,Carlos,Norte
1476,2025-03-18,Teclado Mecânico,Informática,4,273.92,Carlos,Sudeste
1477,2025-11-26,Mesa de Escritório,Móveis,2,71.81,Pedro,Nordeste
1478,2025-03-21,Fone de Ouvido,Periféricos,1,280.42,João,Sudeste
1479,2025-03-18,Teclado Mecânico,Informática,4,743.04,Fernando,Nordeste
1480,2025-12-10,Impressora,Periféricos,3,783.66,Carlos,Norte
1481,2025-06-04,Impressora,Periféricos,2,485.27,Carlos,Norte
1482,2025-06-12,Mesa de Escritório,Móveis,1,909.91,Fernando,Centro-Oeste
1483,2025-04-21,SSD 1TB,Informática,3,1182.56,Paula,Nordeste
1484,2025-11-14,Mouse Gamer,Informática,2,487.3,Pedro,Norte
1485,2025-02-07,Mesa de Escritório,Móveis,4,642.1,Ana,Sul
1486,2025-09-19,Mouse Gamer,Informática,1,1214.65,Juliana,Nordeste
1487,2025-06-09,Cadeira Office,Móveis,3,199.51,Maria,Sudeste
1488,2025-06-17,Mesa de Escritório,Móveis,4,290.11,Paula,Norte
1489,2025-01-12,"Monitor 24""",Informática,2,718.38,Paula,Centro-Oeste
1490,2025-06-09,SSD 1TB,Informática,1,1142.75,Juliana,Norte
1491,2025-08-29,Fone de Ouvido,Periféricos,2,644.08,Fernando,Sudeste
1492,2025-05-03,Webcam Full HD,Periféricos,4,1050.0,Ana,Centro-Oeste
1493,2025-09-26,Cadeira Office,Móveis,1,604.87,Carlos,Nordeste
1494,2025-01-29,Webcam Full HD,Periféricos,1,1093.04,Fernando,Norte
1495,2025-11-04,"Monitor 24""",Informática,2,757.61,Fernando,Centro-Oeste
1496,2025-07-30,Fone de Ouvido,Periféricos,3,267.41,Ana,Norte
1497,2025-05-11,Mesa de Escritório,Móveis,1,1201.9,Paula,Sudeste
1498,2025-08-14,Fone de Ouvido,Periféricos,2,1003.3,Fernando,Sudeste
1499,2025-10-20,Mouse Gamer,Informática,3,907.09,Paula,Norte
1500,2025-11-03,Webcam Full HD,Periféricos,2,1089.62,Juliana,Nordeste
1501,2025-08-03,SSD 1TB,Informática,1,609.23,João,Nordeste
1502,2025-11-13,Mesa de Escritório,Móveis,4,1124.21,Ana,Sudeste
1503,2025-01-16,Impressora,Periféricos,1,175.92,Carlos,Norte
1504,2025-09-19,SSD 1TB,Informática,4,401.16,Paula,Sudeste
1505,2025-07-24,Webcam Full HD,Periféricos,1,1493.26,Juliana,Centro-Oeste
1506,2025-01-09,Mesa de Escritório,Móveis,1,788.0,Ana,Sul
1507,2025-05-14,Mouse Gamer,Informática,2,430.83,Paula,Sudeste
1508,2025-07-24,Teclado Mecânico,Informática,4,1438.28,Juliana,Sul
1509,2025-12-18,Roteador Wi-Fi,Informática,4,1099.34,Carlos,Sudeste
1510,2025-11-07,Webcam Full HD,Periféricos,4,914.83,Carlos,Norte
1511,2025-05-12,Mesa de Escritório,Móveis,4,690.95,Pedro,Sul
1512,2025-12-18,"Monitor 24""",Informática,3,103.07,Ana,Sudeste
1513,2025-11-30,Mouse Gamer,Informática,2,433.97,Ana,Sudeste
1514,2025-09-24,SSD 1TB,Informática,2,755.18,Pedro,Nordeste
1515,2025-03-25,Mouse Gamer,Informática,2,232.86,Fernando,Centro-Oeste
1516,2025-12-29,"Monitor 24""",Informática,2,809.13,Carlos,Nordeste
1517,2025-09-05,Webcam Full HD,Periféricos,3,148.55,Paula,Sul
1518,2025-06-17,Roteador Wi-Fi,Informática,4,1446.37,Ana,Sul
1519,2025-07-11,"Monitor 24""",Informática,1,1248.56,Fernando,Centro-Oeste
1520,2025-08-07,Roteador Wi-Fi,Informática,3,735.09,João,Sudeste
1521,2025-01-25,Cadeira Office,Móveis,3,1419.73,Juliana,Norte
1522,2025-05-11,Cadeira Office,Móveis,2,320.85,Fernando,Nordeste
1523,2025-09-13,Impressora,Periféricos,2,1424.57,Fernando,Norte
1524,2025-03-27,Mouse Gamer,Informática,4,322.62,Pedro,Sudeste
1525,2025-03-14,Teclado Mecânico,Informática,1,162.24,Paula,Nordeste
1526,2025-03-03,Mouse Gamer,Informática,3,1428.67,Paula,Sul
1527,2025-02-08,Fone de Ouvido,Periféricos,2,284.96,Juliana,Nordeste
1528,2025-07-26,Cadeira Office,Móveis,2,377.2,Juliana,Norte
1529,2025-10-29,Fone de Ouvido,Periféricos,1,146.13,Fernando,Sudeste
1530,2025-08-24,SSD 1TB,Informática,1,512.06,Juliana,Norte
1531,2025-01-18,Mesa de Escritório,Móveis,4,752.4,Juliana,Centro-Oeste
1532,2025-07-23,Teclado Mecânico,Informática,4,1452.1,Pedro,Centro-Oeste
1533,2025-03-04,SSD 1TB,Informática,1,1261.95,Carlos,Centro-Oeste
1534,2025-06-16,SSD 1TB,Informática,2,1245.5,João,Sul
1535,2025-03-25,Fone de Ouvido,Periféricos,1,1204.18,Maria,Norte
1536,2025-11-12,Mesa de Escritório,Móveis,1,95.76,Juliana,Norte
1537,2025-10-26,Teclado Mecânico,Informática,3,1463.57,Juliana,Nordeste
1538,2025-08-27,Teclado Mecânico,Informática,1,401.81,Ana,Nordeste
1539,2025-01-25,Cadeira Office,Móveis,1,1466.25,Fernando,Centro-Oeste
1540,2025-03-28,Webcam Full HD,Periféricos,1,1432.92,Paula,Centro-Oeste
1541,2025-08-13,Fone de Ouvido,Periféricos,1,452.52,Ana,Sul
1542,2025-02-02,Impressora,Periféricos,3,698.29,João,Sul
1543,2025-09-06,Roteador Wi-Fi,Informática,1,1349.83,Ana,Sul
1544,2025-03-18,SSD 1TB,Informática,2,1312.04,Juliana,Nordeste
1545,2025-11-03,Fone de Ouvido,Periféricos,4,955.9,Pedro,Nordeste
1546,2025-01-08,Cadeira Office,Móveis,2,1399.28,Juliana,Sul
1547,2025-03-10,Mesa de Escritório,Móveis,4,502.33,Maria,Nordeste
1548,2025-08-08,Impressora,Periféricos,1,1079.52,Pedro,Nordeste
1549,2025-04-18,Impressora,Periféricos,3,1380.1,Pedro,Nordeste
1550,2025-09-11,Roteador Wi-Fi,Informática,1,426.44,Carlos,Centro-Oeste
1551,2025-11-03,Cadeira Office,Móveis,3,408.86,Juliana,Sul
1552,2025-11-08,Impressora,Periféricos,4,1278.9,João,Nordeste
1553,2025-06-14,Fone de Ouvido,Periféricos,3,526.46,Carlos,Centro-Oeste
1554,2025-08-02,Mesa de Escritório,Móveis,2,781.57,Pedro,Centro-Oeste
1555,2025-09-12,Fone de Ouvido,Periféricos,4,1121.69,Maria,Norte
1556,2025-01-03,Roteador Wi-Fi,Informática,4,676.16,Fernando,Sudeste
1557,2025-04-17,"Monitor 24""",Informática,4,781.41,Paula,Sul
1558,2025-02-17,SSD 1TB,Informática,1,1298.08,Carlos,Sudeste
1559,2025-05-18,Mouse Gamer,Informática,2,998.07,Paula,Nordeste
1560,2025-03-05,Teclado Mecânico,Informática,1,270.16,Pedro,Nordeste
1561,2025-07-19,SSD 1TB,Informática,4,1433.37,Juliana,Norte
1562,2025-02-28,Teclado Mecânico,Informática,4,1141.91,Maria,Norte
1563,2025-10-18,"Monitor 24""",Informática,1,1103.02,João,Sul
1564,2025-02-11,Webcam Full HD,Periféricos,3,1010.7,Carlos,Centro-Oeste
1565,2025-04-21,Webcam Full HD,Periféricos,1,809.45,João,Norte
1566,2025-02-24,Mouse Gamer,Informática,3,1235.81,Carlos,Norte
1567,2025-05-16,Mesa de Escritório,Móveis,2,1295.63,Maria,Centro-Oeste
1568,2025-05-26,Mouse Gamer,Informática,2,718.02,Paula,Sul
1569,2025-03-26,Teclado Mecânico,Informática,4,156.73,Paula,Sul
1570,2025-08-25,Roteador Wi-Fi,Informática,3,1436.26,Ana,Norte
1571,2025-12-24,Roteador Wi-Fi,Informática,4,985.37,Pedro,Sudeste
1572,2025-01-29,Teclado Mecânico,Informática,4,314.78,Carlos,Nordeste
1573,2025-02-08,Mesa de Escritório,Móveis,4,623.33,Juliana,Centro-Oeste
1574,2025-11-22,Webcam Full HD,Periféricos,2,1369.91,João,Norte
1575,2025-04-07,SSD 1TB,Informática,1,597.06,Fernando,Nordeste
1576,2025-07-19,Cadeira Office,Móveis,4,648.17,Fernando,Norte
1577,2025-06-12,SSD 1TB,Informática,4,388.94,Paula,Norte
1578,2025-11-18,Mouse Gamer,Informática,3,688.4,Carlos,Sul
1579,2025-08-09,Roteador Wi-Fi,Informática,1,463.41,Pedro,Nordeste
1580,2025-07-24,Fone de Ouvido,Periféricos,1,796.5,Carlos,Sul
1581,2025-12-19,Mouse Gamer,Informática,2,290.25,Fernando,Norte
1582,2025-07-03,Teclado Mecânico,Informática,2,831.82,Paula,Sudeste
1583,2025-09-15,Impressora,Periféricos,1,216.2,Paula,Sul
1584,2025-11-19,Roteador Wi-Fi,Informática,2,1232.67,Fernando,Centro-Oeste
1585,2025-09-25,Impressora,Periféricos,4,98.12,Pedro,Centro-Oeste
1586,2025-10-23,Mesa de Escritório,Móveis,3,1369.83,Pedro,Nordeste
1587,2025-02-09,Mesa de Escritório,Móveis,2,764.73,Maria,Nordeste
1588,2025-12-27,Cadeira Office,Móveis,1,587.16,Maria,Norte
1589,2025-03-23,Mouse Gamer,Informática,1,1107.52,Paula,Centro-Oeste
1590,2025-09-22,Teclado Mecânico,Informática,2,1103.61,João,Norte
1591,2025-12-31,"Monitor 24""",Informática,2,1212.0,Juliana,Sudeste
1592,2025-12-31,Roteador Wi-Fi,Informática,2,1291.31,Maria,Norte
1593,2025-08-08,Teclado Mecânico,Informática,4,1491.18,Paula,Nordeste
1594,2025-11-21,Impressora,Periféricos,1,418.22,Fernando,Sudeste
1595,2025-11-27,Impressora,Periféricos,2,1032.45,Juliana,Centro-Oeste
1596,2025-02-05,Mouse Gamer,Informática,3,511.89,Pedro,Sul
1597,2025-03-18,"Monitor 24""",Informática,2,507.89,João,Sul
1598,2025-10-14,Roteador Wi-Fi,Informática,1,1118.48,João,Nordeste
1599,2025-11-14,"Monitor 24""",Informática,1,1220.49,Pedro,Nordeste
1600,2025-09-26,Cadeira Office,Móveis,2,288.1,Juliana,Nordeste
1601,2025-03-11,SSD 1TB,Informática,4,109.98,Maria,Sul
1602,2025-01-29,"Monitor 24""",Informática,2,388.15,Pedro,Sul
1603,2025-03-31,Roteador Wi-Fi,Informática,3,454.43,Ana,Nordeste
1604,2025-06-24,Webcam Full HD,Periféricos,1,1056.41,Ana,Sudeste
1605,2025-10-24,Webcam Full HD,Periféricos,4,1118.36,João,Centro-Oeste
1606,2025-01-30,Impressora,Periféricos,2,1269.53,Fernando,Sudeste
1607,2025-08-13,Cadeira Office,Móveis,1,606.34,Paula,Sudeste
1608,2025-09-03,Webcam Full HD,Periféricos,2,697.47,Pedro,Nordeste
1609,2025-11-24,SSD 1TB,Informática,2,182.41,Ana,Norte
1610,2025-06-12,SSD 1TB,Informática,3,1068.9,Paula,Norte
1611,2025-02-20,"Monitor 24""",Informática,4,61.01,Paula,Sudeste
1612,2025-03-18,Impressora,Periféricos,2,1130.38,João,Sul
1613,2025-05-19,Cadeira Office,Móveis,4,167.47,João,Nordeste
1614,2025-03-11,"Monitor 24""",Informática,3,1247.01,Maria,Sudeste
1615,2025-09-19,SSD 1TB,Informática,4,1034.68,Ana,Sudeste
1616,2025-10-05,Fone de Ouvido,Periféricos,3,566.47,Pedro,Centro-Oeste
1617,2025-03-01,Mesa de Escritório,Móveis,3,1333.06,Paula,Norte
1618,2025-09-05,Roteador Wi-Fi,Informática,4,467.54,Ana,Norte
1619,2025-06-02,Roteador Wi-Fi,Informática,1,153.09,Ana,Sul
1620,2025-11-15,Webcam Full HD,Periféricos,2,55.86,João,Centro-Oeste
1621,2025-04-04,Roteador Wi-Fi,Informática,2,1358.87,Pedro,Norte
1622,2025-06-10,SSD 1TB,Informática,2,971.01,Carlos,Sudeste
1623,2025-08-03,Cadeira Office,Móveis,1,122.73,Fernando,Centro-Oeste
1624,2025-10-31,Roteador Wi-Fi,Informática,3,795.76,Carlos,Norte
1625,2025-06-12,Fone de Ouvido,Periféricos,4,1139.0,Paula,Sul
1626,2025-07-23,Teclado Mecânico,Informática,1,55.86,Maria,Centro-Oeste
1627,2025-08-09,Mesa de Escritório,Móveis,4,1435.34,Juliana,Sudeste
1628,2025-06-29,Teclado Mecânico,Informática,2,803.31,João,Sudeste
1629,2025-06-16,Mouse Gamer,Informática,1,424.47,Juliana,Sul
1630,2025-05-21,Cadeira Office,Móveis,3,1440.29,Juliana,Sudeste
1631,2025-03-30,Impressora,Periféricos,1,440.3,Maria,Sul
1632,2025-05-15,Cadeira Office,Móveis,2,193.38,Fernando,Sudeste
1633,2025-08-01,Teclado Mecânico,Informática,2,492.84,Juliana,Sul
1634,2025-11-08,Roteador Wi-Fi,Informática,1,1335.58,Maria,Nordeste
1635,2025-12-14,Mesa de Escritório,Móveis,4,1291.59,Paula,Centro-Oeste
1636,2025-01-03,Impressora,Periféricos,1,873.86,Ana,Sudeste
1637,2025-07-04,Impressora,Periféricos,4,575.84,Ana,Sudeste
1638,2025-12-18,Mesa de Escritório,Móveis,1,1072.29,João,Nordeste
1639,2025-07-02,Cadeira Office,Móveis,4,282.39,Juliana,Norte
1640,2025-09-02,Roteador Wi-Fi,Informática,3,849.36,Pedro,Sudeste
1641,2025-09-20,Impressora,Periféricos,3,1232.9,João,Nordeste
1642,2025-11-23,Mesa de Escritório,Móveis,3,989.44,Maria,Nordeste
1643,2025-08-27,Mesa de Escritório,Móveis,2,884.87,João,Sul
1644,2025-12-08,Mouse Gamer,Informática,1,854.4,Juliana,Sudeste
1645,2025-07-21,Fone de Ouvido,Periféricos,2,1138.54,Ana,Nordeste
1646,2025-12-02,Roteador Wi-Fi,Informática,3,638.71,João,Centro-Oeste
1647,2025-06-30,Mouse Gamer,Informática,4,536.75,Fernando,Sudeste
1648,2025-08-04,Mesa de Escritório,Móveis,2,1080.86,Paula,Nordeste
1649,2025-08-31,Mouse Gamer,Informática,2,751.64,Pedro,Centro-Oeste
1650,2025-03-08,SSD 1TB,Informática,2,1213.05,Maria,Sul
1651,2025-05-04,Webcam Full HD,Periféricos,1,1419.5,Pedro,Nordeste
1652,2025-06-05,"Monitor 24""",Informática,1,636.58,Juliana,Nordeste
1653,2025-08-29,Cadeira Office,Móveis,3,382.86,Fernando,Sudeste
1654,2025-02-18,"Monitor 24""",Informática,1,399.48,Fernando,Nordeste
1655,2025-09-15,Fone de Ouvido,Periféricos,2,395.56,Carlos,Sul
1656,2025-01-22,SSD 1TB,Informática,1,664.04,Paula,Sudeste
1657,2025-05-25,Cadeira Office,Móveis,2,1206.43,Ana,Sul
1658,2025-10-30,Mouse Gamer,Informática,4,641.81,João,Norte
1659,2025-03-27,Cadeira Office,Móveis,2,576.88,João,Sul
1660,2025-01-12,Mouse Gamer,Informática,1,93.0,Pedro,Norte
1661,2025-05-05,Impressora,Periféricos,4,304.32,Paula,Sul
1662,2025-06-06,Mouse Gamer,Informática,1,619.81,Ana,Nordeste
1663,2025-06-08,SSD 1TB,Informática,1,1421.62,Ana,Sul
1664,2025-05-03,Impressora,Periféricos,2,923.1,Maria,Centro-Oeste
1665,2025-03-30,Mesa de Escritório,Móveis,1,891.96,Paula,Sudeste
1666,2025-04-24,SSD 1TB,Informática,1,715.75,Fernando,Nordeste
1667,2025-02-25,SSD 1TB,Informática,1,1110.45,Carlos,Norte
1668,2025-06-01,SSD 1TB,Informática,2,371.34,Fernando,Sul
1669,2025-06-03,Fone de Ouvido,Periféricos,2,603.18,Carlos,Centro-Oeste
1670,2025-10-29,Mouse Gamer,Informática,1,93.97,Fernando,Centro-Oeste
1671,2025-01-11,Webcam Full HD,Periféricos,2,794.43,Carlos,Centro-Oeste
1672,2025-12-04,Mesa de Escritório,Móveis,1,853.61,Fernando,Centro-Oeste
1673,2025-12-08,"Monitor 24""",Informática,3,1351.84,Pedro,Sudeste
1674,2025-09-14,Mesa de Escritório,Móveis,2,1227.48,Carlos,Norte
1675,2025-01-03,Teclado Mecânico,Informática,1,938.01,Fernando,Sul
1676,2025-03-21,Webcam Full HD,Periféricos,1,211.79,João,Nordeste
1677,2025-12-11,SSD 1TB,Informática,1,744.18,Ana,Sudeste
1678,2025-12-24,Impressora,Periféricos,3,1140.91,Pedro,Nordeste
1679,2025-09-30,"Monitor 24""",Informática,1,973.14,Juliana,Norte
1680,2025-10-03,Teclado Mecânico,Informática,1,950.32,Carlos,Sudeste
1681,2025-11-19,SSD 1TB,Informática,4,639.6,João,Sul
1682,2025-08-21,Roteador Wi-Fi,Informática,1,228.97,Fernando,Centro-Oeste
1683,2025-03-16,Mesa de Escritório,Móveis,1,457.58,Pedro,Centro-Oeste
1684,2025-01-15,Mesa de Escritório,Móveis,2,620.91,Carlos,Centro-Oeste
1685,2025-06-26,SSD 1TB,Informática,2,249.22,Carlos,Centro-Oeste
1686,2025-06-13,Mesa de Escritório,Móveis,2,304.15,Carlos,Nordeste
1687,2025-12-02,SSD 1TB,Informática,1,865.74,Juliana,Centro-Oeste
1688,2025-09-15,Impressora,Periféricos,4,822.93,Maria,Sul
1689,2025-05-16,Teclado Mecânico,Informática,3,468.2,Pedro,Sudeste
1690,2025-01-27,Mouse Gamer,Informática,4,297.0,Ana,Sul
1691,2025-06-16,Roteador Wi-Fi,Informática,2,1185.81,Carlos,Centro-Oeste
1692,2025-01-17,Cadeira Office,Móveis,2,661.44,João,Sul
1693,2025-10-01,SSD 1TB,Informática,1,943.18,Pedro,Norte
1694,2025-01-10,Impressora,Periféricos,2,929.17,Pedro,Nordeste
1695,2025-11-02,Teclado Mecânico,Informática,1,82.54,Ana,Norte
1696,2025-10-13,Mesa de Escritório,Móveis,2,1066.6,João,Nordeste
1697,2025-09-06,Cadeira Office,Móveis,3,107.49,Juliana,Centro-Oeste
1698,2025-09-23,Roteador Wi-Fi,Informática,3,1435.22,Ana,Norte
1699,2025-01-25,SSD 1TB,Informática,4,1383.99,Carlos,Centro-Oeste
1700,2025-07-17,"Monitor 24""",Informática,1,1166.61,Pedro,Sudeste
1701,2025-01-27,Mesa de Escritório,Móveis,2,303.91,Fernando,Sul
1702,2025-02-28,Mesa de Escritório,Móveis,1,64.1,Fernando,Sudeste
1703,2025-05-27,SSD 1TB,Informática,4,51.85,Ana,Norte
1704,2025-04-22,Mouse Gamer,Informática,2,1375.34,Maria,Sudeste
1705,2025-09-12,"Monitor 24""",Informática,4,602.83,Juliana,Centro-Oeste
1706,2025-07-03,Mesa de Escritório,Móveis,4,534.2,Maria,Norte
1707,2025-10-03,Fone de Ouvido,Periféricos,3,554.86,Ana,Sul
1708,2025-01-11,Teclado Mecânico,Informática,3,608.87,Ana,Norte
1709,2025-03-12,Mouse Gamer,Informática,3,596.72,Juliana,Sul
1710,2025-08-31,Cadeira Office,Móveis,4,1421.6,Fernando,Nordeste
1711,2025-09-27,Mouse Gamer,Informática,2,843.9,Pedro,Sudeste
1712,2025-02-08,Teclado Mecânico,Informática,4,285.01,Fernando,Nordeste
1713,2025-08-03,Cadeira Office,Móveis,4,115.08,Ana,Centro-Oeste
1714,2025-08-26,Mesa de Escritório,Móveis,1,271.5,Juliana,Sudeste
1715,2025-10-10,SSD 1TB,Informática,1,145.02,Maria,Norte
1716,2025-07-06,Webcam Full HD,Periféricos,4,1399.96,Carlos,Nordeste
1717,2025-06-02,SSD 1TB,Informática,2,368.34,Fernando,Norte
1718,2025-04-26,Fone de Ouvido,Periféricos,4,830.54,Pedro,Nordeste
1719,2025-11-13,Roteador Wi-Fi,Informática,3,365.27,Carlos,Centro-Oeste
1720,2025-10-03,Fone de Ouvido,Periféricos,4,67.4,Juliana,Nordeste
1721,2025-10-31,Webcam Full HD,Periféricos,4,676.46,Paula,Nordeste
1722,2025-06-13,Cadeira Office,Móveis,2,912.37,Juliana,Centro-Oeste
1723,2025-01-30,Impressora,Periféricos,2,51.51,Carlos,Nordeste
1724,2025-07-25,Fone de Ouvido,Periféricos,1,448.68,Fernando,Norte
1725,2025-09-27,Impressora,Periféricos,3,661.96,Pedro,Nordeste
1726,2025-02-22,Impressora,Periféricos,1,591.64,Pedro,Centro-Oeste
1727,2025-05-05,Fone de Ouvido,Periféricos,2,1139.66,João,Nordeste
1728,2025-08-28,Mouse Gamer,Informática,3,855.84,Carlos,Nordeste
1729,2025-02-19,Roteador Wi-Fi,Informática,2,1104.93,Paula,Norte
1730,2025-08-19,Impressora,Periféricos,1,1283.11,Carlos,Sudeste
1731,2025-01-23,Mesa de Escritório,Móveis,3,59.9,João,Sudeste
1732,2025-05-08,Roteador Wi-Fi,Informática,1,877.35,Ana,Sudeste
1733,2025-04-30,SSD 1TB,Informática,1,1230.05,Maria,Norte
1734,2025-01-15,Mesa de Escritório,Móveis,3,1330.46,Ana,Nordeste
1735,2025-01-30,Mouse Gamer,Informática,3,705.37,Pedro,Nordeste
1736,2025-04-19,Mesa de Escritório,Móveis,3,1421.87,Juliana,Norte
1737,2025-10-19,SSD 1TB,Informática,2,580.92,Maria,Sul
1738,2025-07-17,Impressora,Periféricos,1,667.81,Juliana,Sul
1739,2025-01-27,"Monitor 24""",Informática,3,293.24,Carlos,Sul
1740,2025-11-10,Impressora,Periféricos,4,1189.05,Maria,Nordeste
1741,2025-10-11,"Monitor 24""",Informática,2,544.83,Ana,Nordeste
1742,2025-07-30,Cadeira Office,Móveis,1,180.28,Carlos,Norte
1743,2025-01-06,Roteador Wi-Fi,Informática,3,399.15,Carlos,Sudeste
1744,2025-12-09,Fone de Ouvido,Periféricos,2,224.43,Paula,Sudeste
1745,2025-08-02,Fone de Ouvido,Periféricos,1,1433.17,Fernando,Centro-Oeste
1746,2025-08-22,Roteador Wi-Fi,Informática,4,486.25,Fernando,Norte
1747,2025-06-14,Impressora,Periféricos,1,1091.19,Juliana,Nordeste
1748,2025-11-17,Mouse Gamer,Informática,1,930.52,Carlos,Norte
1749,2025-02-08,Impressora,Periféricos,2,428.04,Pedro,Sul
1750,2025-10-23,Cadeira Office,Móveis,1,1200.62,Carlos,Nordeste
1751,2025-11-22,Webcam Full HD,Periféricos,4,891.01,Fernando,Centro-Oeste
1752,2025-04-24,Cadeira Office,Móveis,3,674.79,Juliana,Norte
1753,2025-07-23,Impressora,Periféricos,1,834.66,Pedro,Nordeste
1754,2025-07-19,Fone de Ouvido,Periféricos,4,679.85,João,Centro-Oeste
1755,2025-12-09,"Monitor 24""",Informática,3,187.92,Carlos,Nordeste
1756,2025-01-28,Webcam Full HD,Periféricos,1,1019.18,Carlos,Norte
1757,2025-11-30,Impressora,Periféricos,3,1223.05,Maria,Norte
1758,2025-03-14,Teclado Mecânico,Informática,4,1200.29,João,Norte
1759,2025-12-18,Mouse Gamer,Informática,2,1133.52,Paula,Nordeste
1760,2025-06-12,Mesa de Escritório,Móveis,1,1092.75,Carlos,Norte
1761,2025-08-05,"Monitor 24""",Informática,2,1009.09,Maria,Nordeste
1762,2025-08-17,Mouse Gamer,Informática,3,1327.03,João,Norte
1763,2025-04-06,Cadeira Office,Móveis,3,423.37,Paula,Sudeste
1764,2025-02-12,SSD 1TB,Informática,3,1418.63,Juliana,Sudeste
1765,2025-06-07,Webcam Full HD,Periféricos,2,841.41,Juliana,Sudeste
1766,2025-12-27,Mesa de Escritório,Móveis,4,1088.96,Ana,Norte
1767,2025-02-17,Webcam Full HD,Periféricos,3,472.01,Maria,Centro-Oeste
1768,2025-07-15,"Monitor 24""",Informática,1,283.29,Maria,Sul
1769,2025-03-04,Impressora,Periféricos,3,240.69,Paula,Norte
1770,2025-03-24,SSD 1TB,Informática,4,1075.72,Maria,Norte
1771,2025-05-25,Roteador Wi-Fi,Informática,4,161.4,Ana,Sul
1772,2025-03-27,Mesa de Escritório,Móveis,1,1110.04,Maria,Centro-Oeste
1773,2025-08-02,Teclado Mecânico,Informática,3,122.33,Carlos,Nordeste
1774,2025-09-15,Mouse Gamer,Informática,1,1304.06,Pedro,Sudeste
1775,2025-02-14,Impressora,Periféricos,3,1404.46,Ana,Norte
1776,2025-11-19,Fone de Ouvido,Periféricos,3,463.6,João,Nordeste
1777,2025-12-20,Impressora,Periféricos,3,204.99,Juliana,Sudeste
1778,2025-04-11,Roteador Wi-Fi,Informática,4,1063.17,Juliana,Sul
